# Detector	X	Y
C2-3	94487.94123	7506268.995
C2-4	94527.93908	7506237.872
C2-5	94568.96703	7506206.776
C2-6	94608.93532	7506176.762
C2-7	94649.93371	7506146.774
C2-8	94689.93089	7506115.651
C2-9	94729.89869	7506085.637
C2-10	94770.89658	7506055.649
C3-1	94440.00759	7506366.482
C3-2	94481.03604	7506335.387
C3-3	94521.00483	7506305.372
C3-4	94561.00267	7506274.249
C3-5	94602.03062	7506243.153
C3-6	94641.99891	7506213.139
C3-7	94681.96704	7506183.125
C3-8	94721.96422	7506152.001
C3-9	94762.96228	7506122.014
C3-10	94802.92992	7506091.999
C4-1	94473.07134	7506402.86
C4-2	94514.0998	7506371.764
C4-3	94555.09885	7506341.777
C4-4	94595.06747	7506311.763
C4-5	94636.09542	7506280.667
C4-6	94676.06371	7506250.652
C4-7	94716.03184	7506220.638
C4-8	94755.9998	7506190.623
C4-9	94795.96761	7506160.608
C4-10	94836.99471	7506129.512
C5-1	94507.13631	7506440.374
C5-2	94548.16476	7506409.278
C5-3	94588.13355	7506379.263
C5-4	94628.07295	7506350.358
C5-5	94669.13012	7506318.153
C5-6	94709.09841	7506288.138
C5-7	94750.0968	7506258.151
C5-8	94790.06477	7506228.136
C5-9	94830.03257	7506198.121
C5-10	94871.03047	7506168.133
C6-1	94540.20039	7506476.751
C6-2	94580.19856	7506445.628
C6-3	94621.19763	7506415.641
C6-4	94661.13703	7506386.735
C6-5	94703.19525	7506355.666
C6-6	94743.16354	7506325.651
C6-7	94784.16194	7506295.664
C6-8	94824.12991	7506265.649
C6-9	94864.06851	7506236.743
C6-10	94905.09561	7506205.646
C7-1	94574.29492	7506513.156
C7-2	94614.23465	7506484.25
C7-3	94655.26293	7506453.154
C7-4	94695.23155	7506423.139
C7-5	94736.23029	7506393.152
C7-6	94777.19964	7506364.273
C7-7	94818.22725	7506333.176
C7-8	94858.16601	7506304.27
C7-9	94898.13382	7506274.255
C7-10	94939.13173	7506244.267
C8-1	94608.33117	7506551.778
C8-2	94648.30012	7506521.763
C8-3	94689.32841	7506490.667
C8-4	94729.26782	7506461.761
C8-5	94769.23628	7506431.746
C8-6	94810.26406	7506400.65
C8-7	94851.23326	7506371.771
C8-8	94892.2607	7506340.674
C8-9	94931.16904	7506311.741
C8-10	94973.22641	7506280.671
C9-1	94641.39575	7506588.155
C9-2	94681.3647	7506558.14
C9-3	94722.36377	7506528.153
C9-4	94762.33239	7506498.138
C9-5	94803.33113	7506468.15
C9-6	94843.29943	7506438.135
C9-7	94884.26863	7506409.256
C9-8	94924.23661	7506379.241
C9-9	94964.20442	7506349.226
C9-10	95006.2326	7506319.265
C10-1	94676.49185	7506625.695
C10-2	94716.4608	7506595.681
C10-3	94756.42958	7506565.666
C10-4	94796.3982	7506535.651
C10-5	94837.39695	7506505.663
C10-6	94877.33604	7506476.757
C10-7	94918.33446	7506446.769
C10-8	94958.33162	7506415.645
C10-9	94999.30051	7506386.765
C10-10	95040.32762	7506355.668
